name,sku,tagId,description,category,quantity,threshold,location.warehouseId,location.zoneId,location.shelfId,location.binId,status,inventoryStatus,price.cost,price.retail,companyId,isActive,createdBy,updatedBy,createdAt,updatedAt,saleDate
Change X,SKU0066,TAG0066,Community wall tell identify check skill gas.,Stationery,84,3,c295948421bf5a4b7c940e2c,3479874091befbdf48da75a9,f96a8c83af4859b846c65378,ee19b690ac02a22af77347ad,Available,sale,86.9,693.18,57d6cd96528dd5f7ff281b5c,False,39c7e631c4defec85b1db085,38f5b724db9a157723e74b6b,2025-06-16T19:22:06,2025-07-07T04:04:29,2025-07-08T20:12:36
Option Q,SKU0067,TAG0067,Spring financial significant brother.,Electronics,81,3,5aeab6afd8b7c6fbb64b2dd2,54a2495766ceb77aaee1b97e,28656cffa04a7e556c80a9e1,1c146aba5280b4493994192a,Available,sale,261.9,878.35,708e23102f548e1e97fb9a80,False,31ee1031a885a9af9e7a9041,758244f320f2ada34379a15e,2025-05-31T21:37:53,2025-06-23T16:07:20,2025-07-15T10:30:09
Same J,SKU0068,TAG0068,Around lead science.,Furniture,34,2,33fc709e1636ef61fd166444,0a1b6987cb2936b5528a9a06,9d8079eb49bbac0e2fd8354d,0f9437707941a87e75f91e16,Available,sale,48.89,718.88,e05e9c74754f11f1b121f015,True,b101dcd3c883d062cc793854,cfa84ec85eb24fe7d52dd2d6,2025-06-08T02:41:40,2025-07-12T15:31:03,2025-07-09T17:10:30
East V,SKU0069,TAG0069,Shoulder successful standard.,Furniture,8,9,9fcd0f615392713fea63ff2b,4bdbc686739ba9575bbdbd85,4b8c5e2745b595ce625f0aa8,92db57e38c255ceebf1e4538,Low Stock,sale,182.25,575.85,2ef308905ac26ac23b4d831a,True,6e435b9f9be2d72338c0e546,840cacb2e7616741e597b7bc,2025-04-22T17:25:33,2025-07-13T10:01:22,2025-07-09T12:29:43
Three T,SKU0070,TAG0070,Town own result quality.,Accessories,37,10,0c2e25f0f39ed92139fd4a1d,fc4656b72f354aab2459cef3,4dfa43abae44210facda019c,0201fb4e1394a26739892179,Available,sale,163.88,803.85,52a52fbb3b069514cf87e27e,True,a80770f579e8ff3220616dc3,407bff88c9359be3ca26c425,2025-05-26T13:38:33,2025-06-25T16:26:12,2025-07-15T11:46:59
Young T,SKU0071,TAG0071,Benefit course writer set into of nature.,Stationery,75,2,d230dfb445cbdae30149e1c0,04f7bf18860a2ea9c6fa5e50,49b043fa5514426eb286f9cf,8f5c1bf4ae6a66f1fed55b6a,Available,sale,154.24,856.04,dcd2db3b6ce8b57c92be5a0d,True,978bde17b6eaa0fc707ccff8,e10bda77198e9ffb24ed3e5b,2025-05-29T00:20:47,2025-07-06T07:31:28,2025-07-09T00:29:34
Think D,SKU0072,TAG0072,Whether face him huge instead.,Clothing,63,4,35c8c98a74fada6bbe92f86d,9688b40d855f85be3c94f34e,4c50d1f7e58cc4ab00ead2d1,d23bfde013407849bb25110f,Available,sale,306.91,818.81,7328fb4b059aec1c05fd2809,True,e98198f77a3b7efdeafdd5b6,d87876ef3b1b4694c05167e6,2025-04-22T11:49:21,2025-06-21T04:52:35,2025-07-10T23:13:33
Any K,SKU0073,TAG0073,One product audience morning ability moment.,Accessories,97,8,64948076605c398cfbcb5d8e,04a277354e2bea6a050b4682,44b18ac8621161982bd146cc,7f3171d45ac664a5e958be3e,Available,sale,275.47,747.92,8ff2bc63107d21d92775271a,False,00d126f9e85bb3bf49da7900,7d94904c04b981d562f36f98,2025-05-21T12:14:19,2025-06-29T00:32:49,2025-07-11T00:17:50
Person L,SKU0074,TAG0074,Mean economy fall.,Accessories,68,9,9f6be6c14af5dbd354c237ae,db83a702f37ebabbd971c22e,7eea051346c22b95428629a1,e45ccd9b7b10bfc955652eef,Available,sale,409.08,814.71,d2c820f3da2e7540d1d057fa,True,41d850cac31a71f2ac2647a3,bd9c09d96f7c04988892b74b,2025-05-23T07:46:46,2025-07-15T17:02:00,2025-07-12T15:48:26
Trouble B,SKU0075,TAG0075,Work even customer situation culture end theory.,Electronics,19,7,704528c7223e8b05270183cf,253c464b74f83cf5afc0de72,188f8896cac17e5c5de8c577,4bb06e0197f1d6d898073914,Available,sale,371.1,888.4,0454e90de052af88d56de60f,True,3153f57e59c1c0d07770081f,6144d9c8a13833dff65a607f,2025-05-21T20:45:35,2025-06-30T01:15:26,2025-07-14T21:36:58
Crime Y,SKU0076,TAG0076,Style even edge recent site wear better grow.,Electronics,34,7,d55fc73d001f9c128e29e0cf,af30ae42f3d7d9a01226a95f,8f2ffa7bc210455f29a2ad60,fabf25749c63858641b6cc6a,Available,sale,25.68,758.17,2c50fda9ff9cc6a19884df44,False,5bc13735b25a2ceb3f2fe513,a84fab8456c6ed641877605a,2025-04-25T19:28:05,2025-06-23T14:19:09,2025-07-09T22:46:52
Research K,SKU0077,TAG0077,Wonder dog exist bring fall coach.,Furniture,71,8,716e894bee9656a137bc1a85,76865b77818c751acb3697ca,1563b71aaa13d9b3bc2dcdbb,ce099ea71187d587a5b3b10a,Available,sale,368.79,909.72,d58365108bc477b62ca6cee8,True,19fec72ecdc7dcf840650386,e10c5d6c70bda81d714077bd,2025-05-31T11:26:46,2025-06-29T18:32:44,2025-07-13T04:47:23
Threat E,SKU0078,TAG0078,Quality who put tax.,Accessories,19,9,b046e3156e0c242a9c65baf2,bdfc060eaaf063e421612a90,0ff56dc223f3bf7f2a8ad5ed,adf104418a07647ba7299cfc,Available,sale,181.81,595.09,450f4ba1350e5d97cf499043,False,1093ad7eaa0df6eb578321c1,8dfc5a29a89775896b2a8137,2025-05-27T00:48:25,2025-07-06T16:42:54,2025-07-15T16:54:00
Theory S,SKU0079,TAG0079,Out factor mission career senior.,Accessories,42,5,ad37846018f0967ff3eed404,cee2c5601b2f1c5161d1bd4d,d7be31b4661c2518036d3f7a,d0e85c2cba2cd7677107acdc,Available,sale,273.18,878.52,697f06a5740653fb24c5d1ff,False,6a9be70716efee51fa4f8544,65c86b518457e08749478c00,2025-06-03T17:30:36,2025-07-04T00:55:04,2025-07-12T03:09:44
Exactly T,SKU0080,TAG0080,Try eight process general cultural report.,Accessories,77,7,d73a2fb8b70b25fe1b64c3a3,045ecf2769cb2c4c94e1f248,0180dabe835c453362ad9ec2,375e82ab8f0b1ea087fccd63,Available,sale,14.86,597.98,4eb33bc7b2ba815ff6f18772,False,13a9f08e02e8364f8a101ba7,e4d6fc684d41ce8ae9a85dab,2025-05-15T07:04:16,2025-07-02T21:17:17,2025-07-18T17:48:49
Find A,SKU0081,TAG0081,Boy else charge voice base strong listen.,Clothing,56,5,2e6c96d7e712b40043c06ef8,351eccd9ae1a8e0305141003,5da01c2482e07cdff2b108cc,ccef8da495bb39a1bfeee206,Available,sale,498.58,875.16,ae775cccd4b7ee004e032878,False,9aa03b052215bcb99f956dbc,848b72950b8c7af5afe5190d,2025-05-23T15:35:13,2025-06-23T21:59:29,2025-07-12T10:09:33
Network D,SKU0082,TAG0082,Bed across game.,Stationery,26,2,3ce5fad2e2c2966c61992105,abe13fd19af8ea92acee5d0b,1f2fa8cdf87a85a0e79fcea5,7d22b6f5809d4621d8ed6856,Available,sale,228.7,792.75,eca1d777afe0bc3447938574,True,f9f3256b751e3ac4b7a598e8,ca3226760ae984bec076ec65,2025-05-21T11:49:20,2025-06-20T20:27:38,2025-07-15T12:58:44
Accept M,SKU0083,TAG0083,Subject while son clearly rock upon alone.,Electronics,50,8,9ac709a1cbf33e40857cb658,b756e89d6f117c8a4d4f2b8c,c3454bf5095ff0ffa694fc83,54f064fb9e741f2c95f9a6db,Available,sale,263.49,916.95,7890fd57debe41083da5f7ba,False,b24349594412583475266715,31b32146815b64b9af2561ec,2025-05-30T16:28:43,2025-07-08T02:29:27,2025-07-13T13:25:59
Right L,SKU0084,TAG0084,Always dark want.,Electronics,77,4,f540d7401058260c9a95e433,a03621c3b448869098b9cf71,a0f278c7b47551504229c2a5,f4870e4b61fecaba6c6b5cc1,Available,sale,441.2,917.5,1f192b762c0bba656991f8bd,True,5c7434c47ec684d445bf64cf,153b0e6888dd2f1714ca5537,2025-05-01T05:54:27,2025-06-20T19:26:31,2025-07-13T20:53:41
Current F,SKU0085,TAG0085,Newspaper above forward wife catch within.,Furniture,4,5,a2a2313cf586cb73a5c73e3a,35e915a61f8c68878869235e,4003e7ff59a8171e81a6685a,ae26e7f1c4499138e65f0342,Low Stock,sale,308.02,998.02,6c2fa2cd47d5e2908632d6f0,False,f96ec2d6579ce6ced9c5ef9f,603e85a73f661887149bf213,2025-04-24T03:52:35,2025-07-12T07:41:25,2025-07-09T07:27:23
Work E,SKU0086,TAG0086,Court police population radio another.,Furniture,33,5,14e2b6dd70b62e84330770cb,60cdd4d34965ad6bbfa1e2d5,906d80f8477cb0b7d528a8a4,25a3d15ce57dd864f1addde6,Available,sale,351.63,992.57,aebb42e99c4dcb0972a9fc69,True,2ca2d7d043d6645c083c52e2,b474cbd58a8996ee3bf6e4c0,2025-04-28T19:48:52,2025-06-26T07:03:02,2025-07-12T02:12:56
Community N,SKU0087,TAG0087,Once full million hold.,Accessories,12,10,d8ac40f62471399bd834cbfa,86b6659d51f2b904838cbf2b,5edce2db52862a98a7285256,439c1941d5f1359019890027,Available,sale,468.43,814.72,3766a6395d00b602764e8bad,False,fb7c4222d5727bef15c0680c,ff62116d02e72b9674445a96,2025-05-16T09:47:32,2025-06-25T15:18:38,2025-07-10T23:10:23
Reveal U,SKU0088,TAG0088,Tell six music you hot police.,Stationery,57,3,847b326af275c1f6c849d46f,1db32a9c9c9c074455bc3267,f13073a83c4cf140bb8a726b,9405538a5ff6be0d8de56d21,Available,sale,107.65,575.43,c3588d8450aceabeafaf010c,False,ee29d8d740ea6748b7d46787,fb70ba94b42e920829fed6b0,2025-06-16T21:26:02,2025-07-14T02:39:16,2025-07-11T13:04:57
Gas U,SKU0089,TAG0089,Should site term.,Stationery,49,10,018b0680956d1a4a4c42ab0b,a8bc25f25b0ac75ab625e858,70be00c4c2ea1fcc8255682e,b9dffd85fc663ea87331a17a,Available,sale,210.72,928.85,22739ddbb58f3e53d7affe6d,True,bb03bf248243d8e346ee8507,a613c8987448787eac35bae8,2025-06-12T00:21:18,2025-07-09T12:09:13,2025-07-15T12:12:51
Interview W,SKU0090,TAG0090,Around remember later western think detail.,Stationery,57,2,9eb4ccee4255933e4d0e546c,cc6089bdd99b6288f9f35db2,2e7e0f7572443c9483e81350,53e9dcdb496efbecde23dfda,Available,sale,244.81,977.93,33cf1a879f9d29934152fb4d,False,735797e99795e0b4d127d481,97b6327a40dcced85000258b,2025-06-09T11:28:19,2025-06-28T02:02:33,2025-07-18T06:21:01
Tell G,SKU0091,TAG0091,Heart or discover gas.,Stationery,2,4,fdeddd8cbd291d2928588bf3,1652abac34a174e101244adb,6802b6639bf60a0c938c9ff4,26dfe107d8a4fdd7e8bad1b6,Low Stock,sale,99.37,551.35,3ca6c700cbe55a745f045a7e,True,93429c92cf40f8993230f09b,733dae55ffc76614d5413b1b,2025-06-14T11:53:36,2025-06-30T00:09:18,2025-07-14T19:21:06
Century E,SKU0092,TAG0092,Yes few parent star play eye factor.,Furniture,15,4,1200c4f0567ba8c71c1c1068,118f54a922a8424b462aa024,47a523b91da1e2d103ec363f,9e28cc372653e18028ae0ff8,Available,sale,42.61,696.98,fc26cca21bb2ff495d1e6027,True,9fae52768b339cd0e178dcde,a5a6f3f60df7e39d538a3c4a,2025-05-29T19:59:43,2025-07-17T00:44:15,2025-07-17T02:59:02
Wall N,SKU0093,TAG0093,Task up little though wish collection keep.,Accessories,62,5,3933b1755b3b7e3d91105ef4,8bb97f47062b408b8b5726a6,6b3df035d294b5809566ed29,2a21b95a79cafdcbbd7956bc,Available,sale,262.68,613.09,b134dea218f3a25bcc59eb32,True,c304a295d8b953eccd14b1ed,40e1971842d84077c108807d,2025-05-28T18:20:10,2025-07-07T00:10:26,2025-07-15T17:59:45
Evening G,SKU0094,TAG0094,Sister debate final president.,Electronics,71,8,14f413e39a6778585e3d463c,935d224cc8087e982c47e8d8,156832c06ba36a7bceb4ba36,46573f190d726ee9179d1799,Available,sale,70.3,808.28,442418ba22fffec8f87350ae,True,1f02f5fe6b185bd30aaa03b4,22262d930b3d5d897406baf6,2025-05-22T14:59:27,2025-07-14T06:24:06,2025-07-14T15:08:35
Inside I,SKU0095,TAG0095,Stay gun miss guy on.,Electronics,57,5,fb7a30111a914a0e726a5868,640907c227131a53dfedb890,0796bca1187fbb45777556d8,0a9b5c7496616d5b1001f6c9,Available,sale,215.28,591.7,92f46622ae19e0f7829ef9d5,True,325b13fe7f1bf8b67d9f2289,d776f9914e41e909bb999a77,2025-05-11T04:34:37,2025-06-25T04:57:46,2025-07-09T17:59:38
Available P,SKU0096,TAG0096,Evening off lay.,Stationery,95,9,f7d65ee35633e81c6f44e80c,74be2ba8d2fb38b5be6e075f,997b2c85a09dd88d23775f0d,993fc709ad9f529de1b3debe,Available,sale,334.42,753.35,de0f8a553e421e1c434c4960,False,c5981f3e1a5bc772b234c67b,0d4e9837f2d3623279d4580e,2025-06-18T08:14:41,2025-06-26T15:13:20,2025-07-09T17:13:15
Red C,SKU0097,TAG0097,Produce situation recent well speech.,Furniture,1,6,4902c931ffce25d390b11130,0ae05db347850856c949aae1,83fe59834f0dae111bd9f9c8,47520835c1ac7123b5a1ffb4,Low Stock,sale,466.65,772.99,d6125f5b196a0b7a3a36eee1,False,565bb53eec9f47483752cf39,e6ee83275b3a32141d8dafc8,2025-05-04T16:53:17,2025-07-12T03:57:04,2025-07-10T15:29:29
Debate G,SKU0098,TAG0098,Crime perform support.,Clothing,75,10,f367d195fd081c82e8004fb5,df1b050f7ab38056b612af9b,226a975d4e0e8d3cd784ba29,0a85f21e3f448b13ebf3ce7c,Available,sale,286.42,942.87,2c02a820caafc6e92f73d2c4,False,cd92e476744f449c3fc29562,862b58ce9d1b07ea10d81478,2025-05-01T09:03:59,2025-07-16T06:39:59,2025-07-12T03:21:44
Citizen C,SKU0099,TAG0099,Public lose three painting best serve.,Clothing,73,9,68ca74ad8ebb9469de265864,94738ba2194a68854d450a8a,fb4db46572cc7261ce4b19bf,23533da014ed99bcdad41199,Available,sale,343.96,508.11,d7be6b9bbbb22439479263d3,True,3a080346edae7373a4608c83,539d3524ca9708d7bac6bd8f,2025-06-17T21:36:49,2025-06-30T09:04:53,2025-07-15T19:13:41
Firm Z,SKU0100,TAG0100,Officer nor summer picture else probably.,Stationery,61,4,9ea1d888f536be2604203677,12366ea931dd13084c9e0e35,c3a1c627543635d3e8fe82c1,3bdb66719995917409da8b27,Available,sale,430.86,841.63,31d431c15a5e80f73d9a09ca,True,3d5dd3f5e51faeb46c9d5c6b,468d2f48c9794746f35ec7dd,2025-06-05T18:57:16,2025-07-17T19:12:26,2025-07-13T18:31:04
Without O,SKU0101,TAG0101,Father explain article court some.,Stationery,2,5,9fa35f6b98a82a1723afb902,88f7fe45fc9f12b08825dfc8,fe3d7253423debc858f382d3,8799041afd7ba14e8c96b219,Low Stock,sale,189.88,859.58,993396a9b3da67d040e4c616,True,ed4905725327821f0bc81a22,ca7eb2a8b315f51ff935f81c,2025-05-10T01:48:51,2025-06-27T01:38:32,2025-07-13T12:48:22
Region Z,SKU0102,TAG0102,Race style because recent under central.,Accessories,7,7,081f49802d4905756637e4fb,e207bb75c8042914d8c1ef12,570c03a2e48bab52e26d51f7,56e07006c3d368cc8f308d94,Low Stock,sale,166.21,842.75,3256fe83879825f48b35e328,True,9bfdd119f78debd7b40eab70,53a8b8b7da1139de5445a0cd,2025-06-04T02:08:42,2025-07-01T07:07:55,2025-07-17T14:49:24
Financial N,SKU0103,TAG0103,Become idea produce discuss.,Stationery,66,10,09d78fc453ab2ab034dad234,c626bb8ef464fdf3e59c1948,3c54e0b73d2956fc3c1f554e,afaa3b83862f91022508173a,Available,sale,279.63,810.24,8a0bb1a8cd64dd922b740898,True,38db88d7b235e12111d1ce8a,bcd2fd8fcebf7785602f1f18,2025-04-25T00:32:40,2025-07-01T08:57:57,2025-07-10T09:52:31
Explain T,SKU0104,TAG0104,Left turn identify far professional employee or.,Clothing,44,2,2f0018ceb4386d3ed0755cf5,335ba9ab38e265824d6d2149,da64ef01830bf18481ee1080,92d53d627aa5caf730d19f9b,Available,sale,86.98,592.95,c9b9cc3ad6fe3188826f7a8d,False,3ab0b2d2eb617a1eb16cf975,6561982df987cafa0b7ae82d,2025-04-25T13:45:35,2025-07-05T02:00:36,2025-07-17T22:18:33
Gas T,SKU0105,TAG0105,About skin score hot rest whatever capital.,Electronics,2,10,af1ee648b84e6bb1bafe91ed,d62f016a801eee6d990e10e2,010bb2c8c2cfef2aa29f1e8a,3c4799559d98731f6a61e017,Low Stock,sale,239.24,600.02,38a02655517ca517972ad8a1,True,d59c76f901cbd7fce2faba80,381ed5c897a3fe3763e2a8b7,2025-05-10T05:55:58,2025-07-13T12:22:01,2025-07-13T23:06:45
Really G,SKU0106,TAG0106,Measure prepare class.,Accessories,41,2,fe1e9af04f67c56aa4df7174,4c613b3e624a7e6a9d73680e,3f6a378c0b9633fcc1c6ea0d,01cba1c8678fdbb3600a5459,Available,sale,495.54,547.52,da139ba783db5f735fae973b,False,159c8224ad48ede5ad65e93e,282bf937d85a2a6fa9f1c411,2025-05-30T09:39:35,2025-07-03T16:41:05,2025-07-13T18:14:26
Management T,SKU0107,TAG0107,Add nice travel born above mission.,Furniture,60,2,ac2acc0a4e29963c0720bb42,98e119cb10abde658cb7082e,f47f68a9607d8eb3f63d34c1,e1232f8676d71f6333f80dd1,Available,sale,21.34,507.24,dff4e54490190c3d74abc8e0,False,a6c61ad06ac09612d977f37b,52dfa035ec868f7aad8f8af4,2025-06-10T07:34:15,2025-07-04T14:51:27,2025-07-10T05:29:02
Red V,SKU0108,TAG0108,Region possible business friend environmental PM share.,Clothing,22,4,8f545d4eb98a1224a30d618b,1af82166a4eb8c665638d8bf,19c2914740c7753c821d8f6c,3f76f2191f28c4f0a77ccea8,Available,sale,391.11,552.71,69ddadf9af2748c98962d3dd,False,4b3a99ac6360a3695819e3e5,9828b5c87b3037c6caf17d92,2025-06-02T02:56:03,2025-06-22T00:33:43,2025-07-16T06:48:34
Notice P,SKU0109,TAG0109,Budget expert believe.,Clothing,53,2,a6d9f22fdcf98befb8ab1f23,f546c6fca1e0c79080eeff49,4c7dc9363e19f0d91b4a78e4,6ae9da3faf89a8bd7443bba9,Available,sale,38.62,517.85,82f7820e06a444752fed14c6,False,064af8bdc294f9e0615024af,491ea3b4eac24e87720b4e35,2025-05-14T14:49:05,2025-06-21T03:35:50,2025-07-16T11:00:02
Peace R,SKU0110,TAG0110,Position receive fund degree cell research above.,Furniture,29,3,a24bda3546f9453e64231c80,372d1229d9fe789e985c71ef,7d50f87f7bcd32ca53aed0fd,71f9fbc17b5e6ccd0a9079f8,Available,sale,134.03,710.17,719db44c3355142129822da5,False,a7ecf2186acee36f73845889,b5ea74c42f947c007422658b,2025-06-18T07:49:19,2025-07-08T22:18:56,2025-07-13T00:11:33
General K,SKU0111,TAG0111,Example nation single.,Electronics,87,3,dbc5c337ecad966c9201b801,e836879830fc90c33448eb4d,9fa507cded10054d64b6fd1d,02b0543317b732d7126e33b3,Available,sale,409.51,613.74,8b8e44688ce3761278bfb707,False,053398409e954f779d6090f3,a6e6b1959b3364b6d7f30e86,2025-04-24T19:16:54,2025-07-09T00:00:11,2025-07-18T03:55:39
Or P,SKU0112,TAG0112,Miss choose unit positive.,Furniture,44,3,8d2eae85bca1c08f28ca4073,dd773a336bfd221ddc6cf451,0d7e4a16a40a34676424c348,13ebec4d1e4d8231c20ccfd5,Available,sale,260.75,756.08,51eeadb75fbb328d9ff10cfc,True,0569e0bb0e2a14b38a749de3,01ca656cac04387c6202c15c,2025-05-16T08:17:42,2025-07-14T18:50:00,2025-07-17T11:04:00
For P,SKU0113,TAG0113,Floor miss sort during moment.,Furniture,5,10,9c53e8317d6337d330c638aa,eeac8f350920500867e5d31b,f15044663cf701e22fab06a8,6bc7c0f133fea72476ab43c9,Low Stock,sale,431.54,689.84,3889eabc4a94fb2f91c5bb47,False,39c665179b8e5c7d8aa4b739,54b9abf6acc1300dcab2ef11,2025-05-07T05:31:12,2025-06-20T21:53:30,2025-07-13T02:06:03
Sport V,SKU0114,TAG0114,Take strategy ok.,Electronics,49,4,7ce64517898eded20e2512e8,71250fc77f5573040561a2d8,7d42b7156bf855fff7595d4f,4184f80312c0a5b7b93f7abb,Available,sale,395.35,976.97,e1b6f71c928e44ed212967dc,False,41255da3a533e4377c80b023,70f6d3da7675b3c92690c9ce,2025-06-14T00:51:39,2025-06-21T19:49:43,2025-07-12T05:34:07
Wife Y,SKU0115,TAG0115,Painting friend want ever.,Accessories,99,5,83b1aa96e74d201824076042,2ee3bac21b67ceb2b69c46c1,98c8e329bb1de7c36798bd14,c6bb369c20547eec4b624f63,Available,sale,37.36,667.48,a1892696a71cca931b0dde2d,True,0a8abaad5503a863c048f18c,b79723adfc453ee5d898309b,2025-05-15T10:31:38,2025-06-27T10:25:13,2025-07-15T15:37:14
Son X,SKU0116,TAG0116,Section modern article woman development understand.,Electronics,34,6,7de2a467ffcf38222a594779,408bc2468a82f208a3c3f252,162603a5a89ef6d332a74cb0,07c0dbcdfa4c3ef5040db0db,Available,sale,65.06,781.61,b9895139085932d48e681089,False,3e833f8dc1b6f34cb3f04d40,54552dca6783983f6d7e54d9,2025-05-06T20:18:44,2025-07-14T02:57:31,2025-07-17T02:57:50
Knowledge Z,SKU0117,TAG0117,Respond too occur young pass.,Furniture,31,4,8a78de94c8f5222c2e5128d4,27e940226ca7f62fd0481760,79851c3cb9904866c2a74818,95f77cdb7304736486a1500f,Available,sale,317.49,935.53,d28f390b68e4cca3eaf9e3a5,False,a23c437f375ae486f25e81d8,1f87219a900736be66963d0a,2025-05-30T03:56:51,2025-07-07T21:50:29,2025-07-12T19:03:57
Put R,SKU0118,TAG0118,Region old maybe help lay.,Furniture,82,9,7ea84982fa6015d9d00879ec,ff707c115777817f4fee3613,656508c0623167d341840cec,40f43e0c4798e4ff017ecb64,Available,sale,481.76,895.82,f86beed76e90812c91aaf42b,True,494a1a19fd59fe56d800f9d2,c4913afb43ab149123c2ee04,2025-04-23T11:40:30,2025-06-24T19:18:32,2025-07-11T05:03:08
Why K,SKU0119,TAG0119,Direction development art huge small food drive follow.,Stationery,11,10,c4e22f8a95757332975e739c,518f5a3ead4dc38f65a49c61,0f670c001091a8c1dd0603d3,12dc4ed35a1b68f0c363eff7,Available,sale,434.73,786.56,69630c215d7fd2ba3ca875f5,True,bd02b84a71f02ce87ad98529,7a48f1fe18e3aecfbf7107f4,2025-05-06T01:36:09,2025-07-10T21:20:34,2025-07-09T23:48:42
Until R,SKU0120,TAG0120,Parent in cover civil floor.,Electronics,75,8,a6ac63b77899ce556fad4983,255f28d3313ceeacf5df293d,b55e2b5af33d143c548c3eca,5fcd2afe40d34e23f0972f89,Available,sale,169.99,523.12,791d6ff5740924502e868dfa,False,a285f920ab0f9897e771e353,1a958a6ad8956c532f764169,2025-05-27T12:58:38,2025-06-30T20:33:05,2025-07-09T03:08:32
Modern H,SKU0121,TAG0121,Report low every major education you road card.,Clothing,10,6,f08f00b6d248eb629b6c959c,b76792bd5f9af1db79e5b4ed,d61c8db7aab64b6d0c1fe896,e1904d55e8792d206cf513db,Available,sale,345.69,976.32,3c57d24980ee455369cc8a24,False,50bd3d74bf7e181355f74547,60206c5982b5cbf4064e2bcd,2025-05-03T04:37:45,2025-07-13T16:07:32,2025-07-18T14:55:18
Sell S,SKU0122,TAG0122,Authority house debate.,Clothing,43,3,f37ee85ccda489af96551acc,ac45a5a35c1413a4df7969db,ea85b4c1c1177ea7c85fa043,fe97ae85b04c91862b59d994,Available,sale,334.74,849.54,1efce8793ad2b35ea488a4d0,False,04656ccb5b83eb35bd5ec825,71b1bca259725ee3b4095ee1,2025-05-13T12:09:07,2025-07-15T14:48:29,2025-07-14T21:29:56
Almost L,SKU0123,TAG0123,Present technology too throw the player.,Furniture,12,6,bb8f13f6ce0de596d990c852,561efd1ceec6274a82f51d1d,e9776ac30a8d31d1957e5a2e,5aa04d08ec7c54a8d12b250a,Available,sale,182.5,793.19,1e8a01cc3a916c83741cc9f2,True,c47bf79063f1ad37421b264e,9591f852009e29b699f0d02d,2025-05-24T20:45:28,2025-07-05T10:52:55,2025-07-13T11:59:13
Worry G,SKU0124,TAG0124,Recognize over entire hour.,Stationery,8,7,85e1eb50b5ce3dc887d904c8,bfdd9583d772935a14652988,55f0b2785a9f7a11611acd3b,9bad193e267d139d5ebf4d6f,Available,sale,15.33,755.44,108fc1c03ec3a2509c1e2584,True,f5e95bfa0ccc2ad03cb3a277,44a6bcfcfb7f51f4d011b53d,2025-05-27T23:23:32,2025-07-17T01:33:24,2025-07-13T23:54:01
Wind Q,SKU0125,TAG0125,Team light green why how.,Clothing,89,7,fcf8ed72ed24595845bfbb9f,43f270afbc9a475cfc5c047e,9c8f5d0286069c85be744a66,f34f5f1817b88415ab3c183f,Available,sale,278.68,688.28,1c9de15a5177548a283946bf,False,db0f401899bcbb993b2a91a7,20380fdaf1d6ba4239d28892,2025-04-25T06:49:10,2025-06-25T13:31:25,2025-07-11T09:24:04
Several D,SKU0126,TAG0126,Husband month site.,Stationery,40,8,ecd146bbcd0ffaf71cfe3d7b,6641816fc4ae759c5e62d790,2e00af1faf507f4db336296a,84f91e690810113e8f0e8846,Available,sale,307.59,763.42,1512f849fe51753846bb4075,False,90beb0a7550f86605243b961,3638367531d87474e7b30a25,2025-05-03T18:00:18,2025-07-09T05:47:41,2025-07-15T01:32:52
Deep L,SKU0127,TAG0127,Listen service wait parent above despite.,Stationery,14,4,7ee6a5560d845359e6941c4f,ce69fe7038990939378a69e7,906e2c5ea5a0f031280753a9,8775956b7c8ded38db126e8a,Available,sale,38.98,620.69,77309330c6c2da287fc9a0ca,True,f3b19e91e9935b4281222f38,17de48ccab58c59026ac4f50,2025-06-18T13:08:45,2025-07-12T02:06:23,2025-07-15T04:51:59
Bring K,SKU0128,TAG0128,Reduce majority challenge many majority.,Clothing,94,7,f7718b7af268212b1d49d720,3b0cad13bd3e56e9fa0d2ebf,8e8ac947605ea6f98d373307,3c5dea78375614867b9424b0,Available,sale,479.36,882.63,64276aac3ee8846c2d7473ab,False,9191a5a3b7ef82937cd2c5b3,a92febf84461349b4ebfde61,2025-06-04T01:42:35,2025-07-02T09:40:18,2025-07-14T08:44:31
Produce Q,SKU0129,TAG0129,Apply call growth spend tree tax.,Clothing,49,7,62b2a6c43c89562c9ee3bc74,eb7860f247329766d6b9f462,5b2447f70efdb96019d4969b,49e0b86b3af25251f693c5b6,Available,sale,41.6,641.83,f15e12d09b3b272314d3888e,True,5441083ad9e029c0f5718512,c43eb75022ad63e6211fee2e,2025-06-09T02:47:44,2025-07-03T08:45:50,2025-07-11T01:50:02
Talk A,SKU0130,TAG0130,Painting usually research.,Electronics,8,4,0e604643ff3f25b5d9cf51ae,86d8b289413685411cfff511,6d57c2c121aa2ada501aca4e,00dc4e3bde2a478c0f8c39fb,Available,sale,243.0,998.3,a9e84f168285c18d399e0466,True,b3d9745310e0aa45b75055d1,b84ba1301ceb25570b40211c,2025-05-02T09:08:11,2025-07-13T02:47:14,2025-07-12T01:08:48
Probably D,SKU0131,TAG0131,Hand exist require somebody.,Furniture,50,7,83d2eefd4ca208088cbaa455,55228286235475e9117146eb,10d21e83598aec44552c89e7,cc3e651808615bad496dc2b4,Available,sale,172.56,884.97,af3182b069a2599777c7b704,True,8b6314fa55f8a150a8847296,8ce2421d8ffe2ca82af5e494,2025-06-09T21:04:08,2025-07-16T17:04:16,2025-07-13T21:27:50
